SLNo,Carpet_area,Status,Floor,Transaction_type,Year_Built,Price_per_square_feet
3269,913,Ready to Move,21,Resale,,7054
3270,2760,Ready to Move,1,Resale,,10000
3271,960,Under Construction,7,Resale,,12948
3272,686,Ready to Move,7,Resale,,9719
3273,989,Ready to Move,12,Resale,,8242
3274,490,Ready to Move,6,Resale,,6610
3275,710,Ready to Move,5,Resale,,7363
3276,630,Ready to Move,3,Resale,,7692
3277,866,Ready to Move,12,Resale,,7069
3278,886,Ready to Move,12,Resale,,8991
3279,496,Ready to Move,9,Resale,,3750
3280,788,Ready to Move,7,Resale,,4704
3281,823,Ready to Move,21,Resale,,10280
3282,931,Ready to Move,12,Resale,,4794
3283,900,Ready to Move,14,Resale,,10000
3284,650,Ready to Move,5,Resale,,3598
3285,,Ready to Move,12,Resale,,5238
3286,1152,Ready to Move,12,Resale,,8000
3287,1258,Ready to Move,20,Resale,,9857
3288,1558,Under Construction,10,Resale,,9981
3289,748,Ready to Move,10,Resale,,7035
3290,950,Ready to Move,22,Resale,,9302
3291,750,Ready to Move,18,Resale,,6708
3292,1325,Ready to Move,6,Resale,,12697
3293,500,Ready to Move,11,Resale,,
3294,400,Ready to Move,6,Resale,,4452
3295,660,Ready to Move,4,Resale,,
3296,400,Ready to Move,4,Resale,,3913
3297,679,Ready to Move,11,Resale,,4603
3298,1400,Ready to Move,3,Resale,,2368
3299,996,Ready to Move,12,Resale,,10040
3300,1125,Under Construction,30,Resale,,10408
3301,1097,Ready to Move,7,Resale,,7566
3302,420,Ready to Move,5,Resale,,5024
3303,1000,Ready to Move,9,Resale,,13283
3304,2245,Under Construction,34,Resale,,
3305,706,Ready to Move,2,Resale,,3286
3306,1486,Ready to Move,3,Resale,,9697
3307,445,Ready to Move,12,Resale,,4918
3308,736,Ready to Move,7,Resale,,6022
3309,1935,Ready to Move,21,Resale,,12214
3310,700,Ready to Move,4,Resale,,6526
3311,810,Ready to Move,9,Resale,,7367
3312,1368,Ready to Move,4,New Property,,10233
3313,,Ready to Move,14,Resale,,8615
3314,1300,Ready to Move,12,Resale,,4657
3315,894,Ready to Move,6,Resale,,9520
3316,708,Ready to Move,6,Resale,,7412
3317,1223,Ready to Move,12,Resale,,7812
3318,869,Ready to Move,13,Resale,,5300
3319,614,Ready to Move,6,Resale,,4255
3320,,Ready to Move,8,Resale,,9208
3321,,Ready to Move,5,Resale,,9048
3322,462,Ready to Move,12,Resale,,7581
3323,680,Ready to Move,11,Resale,,3989
3324,750,Ready to Move,14,Resale,,10758
3325,,Under Construction,14,Resale,,8214
3326,480,Ready to Move,14,Resale,,7857
3327,657,Ready to Move,11,Resale,,6952
3328,720,Ready to Move,12,Resale,,7800
3329,540,Ready to Move,7,Resale,,5216
3330,820,Ready to Move,10,Resale,,4863
3331,481,Ready to Move,12,Resale,,5202
3332,1250,Ready to Move,4,Resale,,6875
3333,1000,Ready to Move,12,Resale,,5769
3334,460,Ready to Move,12,Resale,,5690
3335,988,Ready to Move,12,Resale,,6079
3336,,Ready to Move,16,Resale,,9370
3337,850,Ready to Move,10,Resale,,5876
3338,2439,Ready to Move,12,Resale,,7707
3339,482,Ready to Move,11,Resale,,8347
3340,830,Ready to Move,12,Resale,,5100
3341,870,Ready to Move,7,Resale,,8475
3342,700,Ready to Move,16,Resale,,6344
3343,580,Ready to Move,3,Resale,,6429
3344,986,Ready to Move,12,Resale,,8077
3345,716,Ready to Move,9,Resale,,8130
3346,1100,Ready to Move,8,Resale,,13100
3347,496,Ready to Move,11,Resale,,8554
3348,725,Ready to Move,22,Resale,,9862
3349,430,Ready to Move,7,Resale,,5246
3350,718,Ready to Move,7,Resale,,6632
3351,,Ready to Move,12,Resale,,9524
3352,580,Ready to Move,12,Resale,,4571
3353,,Ready to Move,,New Property,1995,4195
3354,,Ready to Move,,New Property,1995,18502
3355,640,Under Construction,3,New Property,2005,6000
3356,,Under Construction,3,Resale,,5166
3357,1100,Ready to Move,3,Resale,,6483
3358,700,Ready to Move,2,Resale,,5350
3359,,Ready to Move,4,Resale,,6645
3360,700,Ready to Move,2,Resale,,4500
3361,1212,Ready to Move,2,Resale,,5595
3362,1115,Ready to Move,4,Resale,,5932
3363,650,Ready to Move,2,Resale,,6118
3364,,Ready to Move,4,Resale,,21000
3365,,Ready to Move,8,Resale,,8854
3366,1390,Ready to Move,4,Resale,,5346
3367,580,Ready to Move,2,Resale,,7051
3368,1012,Ready to Move,8,Resale,,8469
3369,825,Ready to Move,4,Resale,,13568
3370,,Ready to Move,4,Resale,,5769
3371,1050,Ready to Move,2,New Property,,6667
3372,,Ready to Move,18,Resale,,5838
3373,,Ready to Move,4,Resale,,3158
3374,563,Ready to Move,19,Resale,,7541
3375,990,Ready to Move,12,Resale,,11533
3376,1008,Ready to Move,3,New Property,,5471
3377,705,Ready to Move,8,Resale,,8840
3378,,Ready to Move,5,Resale,,18209
3379,920,Ready to Move,6,Resale,,3333
3380,,Ready to Move,2,Resale,,5188
3381,1370,Ready to Move,10,Resale,,5918
3382,875,Ready to Move,2,Resale,,4430
3383,570,Ready to Move,3,Resale,,4026
3384,1218,Ready to Move,2,Resale,,
3385,,Ready to Move,3,Resale,,6787
3386,,Ready to Move,2,Resale,,4644
3387,820,Ready to Move,3,Resale,,6667
3388,,Ready to Move,5,Resale,,4091
3389,380,Ready to Move,2,Resale,,5814
3390,820,Ready to Move,2,Resale,,5127
3391,,Ready to Move,4,Resale,,4343
3392,820,Ready to Move,19,Resale,,4891
3393,,Ready to Move,2,Resale,,3796
3394,1197,Under Construction,5,Resale,,14000
3395,1119,Ready to Move,6,Resale,,4299
3396,,Ready to Move,4,Resale,,8423
3397,650,Ready to Move,2,Resale,,4060
3398,955,Ready to Move,4,Resale,,6500
3399,1000,Ready to Move,2,Resale,,7727
3400,362,Ready to Move,13,Resale,,5844
3401,670,Ready to Move,3,Resale,,6296
3402,,Ready to Move,8,Resale,,11278
3403,900,Ready to Move,3,New Property,,6237
3404,2600,Ready to Move,18,Resale,,7432
3405,,Ready to Move,4,Resale,,5546
3406,689,Ready to Move,7,Resale,,8824
3407,,Ready to Move,2,Resale,,8671
3408,1455,Ready to Move,4,Resale,,7846
3409,648,Ready to Move,14,Resale,,3248
3410,1225,Ready to Move,14,Resale,,19649
3411,1100,Ready to Move,18,Resale,,5740
3412,1850,Ready to Move,3,Resale,,14634
3413,1470,Ready to Move,3,New Property,,16456
3414,726,Ready to Move,2,Resale,,6695
3415,897,Ready to Move,14,Resale,,7322
3416,,Ready to Move,27,New Property,,3981
3417,448,Ready to Move,2,Resale,,6108
3418,1100,Ready to Move,14,Resale,,11039
3419,1000,Ready to Move,16,Resale,,5286
3420,,Ready to Move,2,Resale,,4898
3421,563,Ready to Move,2,Resale,,4325
3422,,Ready to Move,3,Resale,,8633
3423,1850,Ready to Move,5,Resale,,8556
3424,823,Ready to Move,2,Resale,,4984
3425,,Ready to Move,27,Resale,,4732
3426,,Ready to Move,4,Resale,,6706
3427,1250,Ready to Move,8,Other,,
3428,,Ready to Move,5,New Property,,3853
3429,,Ready to Move,4,Resale,,5042
3430,609,Ready to Move,2,Resale,,
3431,,Under Construction,7,Resale,,8153
3432,,Ready to Move,2,Resale,,4545
3433,900,Ready to Move,1,Resale,,6628
3434,2307,Ready to Move,4,Resale,,4985
3435,365,Ready to Move,3,Resale,,3972
3436,1550,Ready to Move,14,Resale,,10683
3437,,Ready to Move,16,Resale,,17518
3438,1100,Ready to Move,4,Resale,,5999
3439,,Under Construction,3,Resale,,14000
3440,1250,Ready to Move,4,Resale,,5099
3441,750,Ready to Move,2,Resale,,5909
3442,1500,Ready to Move,14,Resale,,10889
3443,,Under Construction,3,Resale,,13790
3444,1880,Ready to Move,8,Resale,,7895
3445,,Ready to Move,17,Resale,,3478
3446,,Ready to Move,14,Resale,,5692
3447,1226,Ready to Move,4,Resale,,5994
3448,1100,Ready to Move,4,Resale,,6259
3449,637,Ready to Move,2,Resale,,5018
3450,1612,Ready to Move,9,Resale,,14286
3451,980,Ready to Move,3,Resale,,5612
3452,420,Ready to Move,18,Resale,,7258
3453,1760,Ready to Move,45,Resale,,12755
3454,1000,Ready to Move,3,Resale,,3759
3455,842,Ready to Move,4,Resale,,4246
3456,1070,Ready to Move,2,Resale,,7000
3457,,Ready to Move,4,Resale,,2909
3458,590,Ready to Move,3,Rent,,6552
3459,1141,Ready to Move,7,Resale,,4032
3460,820,Ready to Move,3,Resale,,3049
3461,1268,Ready to Move,4,Resale,,4351
3462,,Ready to Move,2,Resale,,6250
3463,262,Ready to Move,4,Resale,,7900
3464,320,Ready to Move,3,Resale,,
3465,800,Ready to Move,2,Resale,,5104
3466,708,Ready to Move,2,Resale,,7571
3467,359,Ready to Move,2,Resale,,5873
3468,,Ready to Move,2,Resale,,4929
3469,1000,Ready to Move,3,Resale,,6727
3470,803,Ready to Move,3,Resale,,6122
3471,655,Ready to Move,2,Resale,,5430
3472,450,Ready to Move,3,Resale,,8636
3473,690,Ready to Move,2,Resale,,5508
3474,920,Ready to Move,2,Resale,,5804
3475,899,Ready to Move,7,Resale,,3996
3476,1450,Ready to Move,3,Resale,,14000
3477,,Ready to Move,22,Resale,,3812
3478,1000,Ready to Move,15,Resale,,10417
3479,611,Ready to Move,8,Resale,,3822
3480,2050,Ready to Move,4,Resale,,15610
3481,240,Ready to Move,4,Resale,,4091
3482,1900,Ready to Move,4,Resale,,12381
3483,829,Ready to Move,2,Resale,,
3484,150,Ready to Move,2,New Property,,6600
3485,772,Ready to Move,4,Resale,,7454
3486,1585,Ready to Move,5,Resale,,
3487,660,Ready to Move,3,Resale,,5081
3488,611,Ready to Move,4,Resale,,6535
3489,650,Ready to Move,2,Resale,,3925
3490,824,Ready to Move,2,Resale,,5027
3491,838,Ready to Move,7,Resale,,7167
3492,1300,Under Construction,5,Resale,,23401
3493,750,Ready to Move,3,Resale,,9534
3494,682,Ready to Move,2,Resale,,5627
3495,1035,Ready to Move,7,Resale,,5357
3496,695,Ready to Move,2,Resale,,4469
3497,820,Ready to Move,2,Resale,,4118
3498,1000,Ready to Move,2,Resale,,6118
3499,,Ready to Move,15,Resale,,12609
3500,,Ready to Move,18,Resale,,6431
3501,900,Ready to Move,4,Resale,,4310
3502,780,Ready to Move,2,Resale,,5237
3503,3426,Ready to Move,2,Resale,,9554
3504,700,Ready to Move,3,Resale,,5625
3505,390,Ready to Move,4,Resale,,6017
3506,525,Under Construction,4,Resale,,3941
3507,1800,Ready to Move,15,Resale,,14549
3508,750,Ready to Move,3,Resale,,13000
3509,345,Ready to Move,2,Resale,,5688
3510,675,Ready to Move,3,Resale,,3056
3511,800,Ready to Move,14,Resale,,3858
3512,1250,Ready to Move,1,Resale,,4662
3513,1240,Ready to Move,4,Resale,,6429
3514,454,Ready to Move,3,Resale,,9633
3515,3476,Ready to Move,3,Resale,,6053
3516,,Ready to Move,4,Resale,,3774
3517,840,Ready to Move,2,Resale,,7653
3518,620,Ready to Move,2,Resale,,6875
3519,1000,Ready to Move,5,New Property,,12500
3520,,Ready to Move,7,Resale,,12589
3521,800,Ready to Move,4,Resale,,4459
3522,1600,Ready to Move,3,Resale,,7709
3523,3135,Ready to Move,4,Resale,,20732
3524,843,Ready to Move,2,Resale,,
3525,950,Ready to Move,4,Resale,,
3526,,Ready to Move,2,Resale,,4235
3527,2052,Ready to Move,12,Resale,,
3528,600,Ready to Move,2,New Property,,8115
3529,474,Ready to Move,2,Resale,,4200
3530,1082,Ready to Move,4,Resale,,3882
3531,1086,Ready to Move,2,Resale,,5385
3532,,Ready to Move,19,Resale,,5198
3533,,Ready to Move,13,Resale,,6491
3534,862,Ready to Move,4,Resale,,6222
3535,880,Ready to Move,3,New Property,,732
3536,1000,Ready to Move,2,Resale,,4914
3537,1005,Ready to Move,2,Resale,,3072
3538,445,Ready to Move,4,New Property,,4651
3539,1192,Ready to Move,4,Resale,,5532
3540,745,Ready to Move,3,New Property,,8197
3541,,Ready to Move,7,Resale,,7101
3542,920,Ready to Move,11,Resale,,
3543,,Under Construction,5,Resale,,6428
3544,,Ready to Move,3,Resale,,6667
3545,809,Ready to Move,1,Resale,,6180
3546,640,Ready to Move,2,Resale,,3906
3547,980,Ready to Move,5,Resale,,5623
3548,,Ready to Move,4,Resale,,8696
3549,920,Ready to Move,2,Resale,,3281
3550,795,Ready to Move,2,Resale,,6289
3551,364,Ready to Move,2,Resale,,8000
3552,649,Ready to Move,2,Resale,,4005
3553,,Ready to Move,2,Resale,,5119
3554,,Ready to Move,4,Resale,,6494
3555,1000,Ready to Move,3,Resale,,6633
3556,966,Ready to Move,4,Resale,,6567
3557,1000,Ready to Move,2,Resale,,4806
3558,3476,Ready to Move,8,Resale,,
3559,800,Ready to Move,3,Resale,,8500
3560,789,Ready to Move,4,Resale,,5561
3561,1046,Ready to Move,2,Resale,,7223
3562,1317,Ready to Move,15,Resale,,6047
3563,680,Ready to Move,4,Resale,,5769
3564,,Ready to Move,4,Resale,,5698
3565,870,Ready to Move,14,Resale,,9583
3566,440,Ready to Move,2,Resale,,4688
3567,,Ready to Move,5,Resale,,6524
3568,900,Ready to Move,3,Resale,,9000
3569,,Ready to Move,4,Resale,,3811
3570,2000,Ready to Move,4,Resale,,11532
3571,,Ready to Move,2,Resale,,3499
3572,980,Ready to Move,4,Resale,,5509
3573,,Ready to Move,4,Resale,,7484
3574,677,Ready to Move,3,New Property,,4450
3575,680,Ready to Move,2,Resale,,5114
3576,1000,Ready to Move,3,Resale,,5417
3577,1000,Ready to Move,14,Resale,,6086
3578,1350,Ready to Move,2,Resale,,5185
3579,1100,Ready to Move,3,Resale,,11818
3580,1050,Ready to Move,3,Resale,,9016
3581,456,Ready to Move,2,Resale,,9833
3582,650,Ready to Move,1,Resale,,7059
3583,,Ready to Move,4,Resale,,5534
3584,,Ready to Move,14,Resale,,6154
3585,1200,Ready to Move,4,Resale,,12999
3586,1595,Ready to Move,4,Resale,,9151
3587,1185,Ready to Move,7,Resale,,4444
3588,,Ready to Move,2,Resale,,5805
3589,,Ready to Move,4,Resale,,4932
3590,670,Ready to Move,2,Resale,,6897
3591,,Ready to Move,3,New Property,,4724
3592,,Ready to Move,3,Resale,,4988
3593,,Ready to Move,8,Resale,,3976
3594,1200,Ready to Move,2,Resale,,
3595,484,Ready to Move,3,Resale,,5747
3596,575,Ready to Move,3,Resale,,10286
3597,970,Ready to Move,3,Resale,,7064
3598,945,Ready to Move,3,Resale,,7018
3599,670,Ready to Move,5,Resale,,7816
3600,850,Ready to Move,2,Resale,,5294
3601,561,Ready to Move,4,Resale,,
3602,850,Ready to Move,4,Resale,,5702
3603,1100,Ready to Move,4,Resale,,9365
3604,1600,Ready to Move,2,Resale,,
3605,965,Ready to Move,2,New Property,,4005
3606,,Ready to Move,4,Resale,,6149
3607,694,Ready to Move,4,Resale,,10233
3608,1300,Ready to Move,11,Resale,,8233
3609,1685,Ready to Move,17,Resale,,6162
3610,825,Ready to Move,2,New Property,,6471
3611,,Ready to Move,12,Resale,,9200
3612,2195,Ready to Move,4,Resale,,8351
3613,1560,Ready to Move,3,Resale,,5000
3614,940,Ready to Move,2,Resale,,12727
3615,1555,Ready to Move,4,Resale,,12689
3616,580,Ready to Move,4,Resale,,3892
3617,705,Ready to Move,4,Resale,,5556
3618,750,Ready to Move,3,Resale,,8500
3619,1000,Ready to Move,4,Resale,,13102
3620,1070,Ready to Move,5,Resale,,4815
3621,910,Ready to Move,3,Resale,,13964
3622,,Ready to Move,4,Resale,,6381
3623,,Ready to Move,1,Resale,,4515
3624,,Ready to Move,2,Resale,,5000
3625,,Ready to Move,4,Resale,,4286
3626,535,Ready to Move,19,Resale,,5856
3627,1200,Ready to Move,2,Resale,,11333
3628,,Ready to Move,4,Resale,,4622
3629,1222,Ready to Move,11,Resale,,7489
3630,640,Ready to Move,2,Resale,,6388
3631,,Ready to Move,2,Resale,,5607
3632,,Ready to Move,3,Resale,,4000
3633,500,Ready to Move,3,Resale,,3455
3634,,Ready to Move,5,Resale,,3611
3635,820,Ready to Move,2,New Property,,6667
3636,931,Ready to Move,3,New Property,,5156
3637,898,Ready to Move,14,Resale,,3229
3638,900,Ready to Move,3,Resale,,11000
3639,900,Ready to Move,4,Resale,,4555
3640,,Under Construction,3,Resale,,13491
3641,700,Ready to Move,2,Resale,,8889
3642,,Ready to Move,,Resale,,7500
3643,1250,Ready to Move,4,Resale,,9333
3644,1072,Ready to Move,4,Resale,,6250
3645,900,Ready to Move,2,Resale,,7748
3646,1150,Ready to Move,3,New Property,,7069
3647,1100,Ready to Move,4,Resale,,10345
3648,,Ready to Move,2,Resale,,5362
3649,,Ready to Move,1,Resale,,3896
3650,,Ready to Move,8,Resale,,9375
3651,920,Ready to Move,4,Resale,,10784
3652,422,Ready to Move,14,New Property,,11830
3653,1200,Ready to Move,3,Resale,,6538
3654,1359,Ready to Move,17,Resale,,6735
3655,1200,Ready to Move,14,Resale,,6061
3656,759,Ready to Move,4,Resale,,
3657,1491,Ready to Move,9,Resale,,6914
3658,848,Ready to Move,3,Resale,,6870
3659,815,Under Construction,3,Resale,,5503
3660,970,Ready to Move,2,Resale,,10467
3661,353,Ready to Move,3,Resale,,5000
3662,800,Ready to Move,16,Resale,,6859
3663,1410,Ready to Move,2,Resale,,9574
3664,,Ready to Move,3,Resale,,3553
3665,,Ready to Move,3,Resale,,5263
3666,550,Ready to Move,4,Resale,,8923
3667,985,Ready to Move,4,Resale,,8929
3668,,Ready to Move,14,Resale,,7599
3669,1268,Ready to Move,15,Resale,,
3670,750,Ready to Move,4,Resale,,4211
3671,1000,Ready to Move,2,Resale,,4545
3672,,Ready to Move,2,Resale,,7798
3673,1200,Ready to Move,3,Resale,,7432
3674,,Ready to Move,2,Resale,,5224
3675,906,Ready to Move,2,Resale,,9545
3676,1300,Ready to Move,4,Resale,,12500
3677,,Ready to Move,26,Resale,,20604
3678,900,Ready to Move,8,Resale,,7595
3679,,Ready to Move,2,Resale,,4478
3680,1343,Ready to Move,4,Resale,,6237
3681,1250,Ready to Move,5,New Property,,9333
3682,,Ready to Move,9,Resale,,18000
3683,1100,Ready to Move,4,Resale,,17042
3684,,Ready to Move,2,Resale,,14583
3685,,Ready to Move,3,Resale,,6211
3686,780,Ready to Move,4,New Property,,5300
3687,1050,Ready to Move,4,Resale,,4273
3688,1380,Ready to Move,2,Resale,,
3689,1079,Ready to Move,2,Resale,,8804
3690,1170,Ready to Move,2,Resale,,3650
3691,,Ready to Move,12,Resale,,4640
3692,1000,Ready to Move,2,Resale,,7260
3693,800,Ready to Move,3,Resale,,6772
3694,,Ready to Move,3,Resale,,15399
3695,657,Ready to Move,20,Resale,,6418
3696,937,Ready to Move,4,Resale,,5230
3697,700,Ready to Move,4,Resale,,11180
3698,1000,Ready to Move,2,Resale,,18333
3699,1821,Ready to Move,14,Resale,,5047
3700,1447,Ready to Move,16,Resale,,14306
3701,1575,Ready to Move,3,Resale,,16734
3702,,Ready to Move,7,Resale,,4322
3703,395,Ready to Move,4,Resale,,5378
3704,1780,Ready to Move,3,Resale,,9211
3705,,Ready to Move,13,Resale,,10510
3706,1246,Ready to Move,19,Resale,,5572
3707,982,Ready to Move,15,Resale,,6619
3708,,Under Construction,3,Resale,,20000
3709,930,Under Construction,3,Resale,,9200
3710,1170,Ready to Move,2,Resale,,7087
3711,1107,Ready to Move,20,Resale,,10932
3712,,Ready to Move,5,Resale,,8421
3713,1061,Ready to Move,3,Resale,,5440
3714,1150,Ready to Move,3,Resale,,6846
3715,920,Ready to Move,2,Resale,,15000
3716,725,Ready to Move,4,Resale,,5697
3717,,Ready to Move,4,Resale,,17200
3718,,Ready to Move,9,New Property,,4828
3719,,Ready to Move,2,Resale,,5128
3720,600,Ready to Move,2,Resale,,3040
3721,,Under Construction,3,Resale,,7037
3722,900,Under Construction,18,New Property,2010,8720
3723,952,Ready to Move,2,Resale,2010,5777
3724,1060,Ready to Move,2,New Property,2011,6000
3725,525,Under Construction,14,New Property,2013,4700
3726,1089,Ready to Move,14,New Property,2010,7640
3727,,Ready to Move,17,Resale,2016,18119
3728,,Ready to Move,13,Resale,,7419
3729,860,Ready to Move,2,Resale,,6395
3730,,Ready to Move,4,Resale,,3569
3731,760,Ready to Move,2,Resale,,4868
3732,,Ready to Move,8,Resale,,10471
3733,400,Ready to Move,2,Resale,,5338
3734,,Ready to Move,2,Resale,,5336
3735,,Ready to Move,28,Resale,,3801
3736,800,Ready to Move,2,Resale,,5000
3737,1060,Ready to Move,5,Resale,,4283
3738,,Ready to Move,8,Resale,,10580
3739,,Ready to Move,3,Resale,,4638
3740,,Ready to Move,11,Resale,,9356
3741,967,Ready to Move,3,Resale,,5714
3742,940,Ready to Move,7,Other,,
3743,,Ready to Move,6,Resale,,5069
3744,630,Ready to Move,3,Resale,,5422
3745,1920,Ready to Move,21,Resale,,
3746,560,Ready to Move,2,Resale,,8504
3747,,Ready to Move,4,Resale,,8520
3748,565,Ready to Move,2,Resale,,8571
3749,,Ready to Move,4,Resale,,4174
3750,840,Ready to Move,1,Resale,,5295
3751,,Ready to Move,3,Resale,,7229
3752,700,Ready to Move,3,Resale,,5116
3753,,Ready to Move,5,Resale,,4869
3754,840,Ready to Move,1,Resale,,13587
3755,,Ready to Move,2,Resale,,5800
3756,916,Ready to Move,3,Resale,,6719
3757,,Ready to Move,3,Resale,,4685
3758,,Ready to Move,4,Resale,,8901
3759,,Ready to Move,2,Resale,,6259
3760,750,Ready to Move,1,Resale,,9333
3761,1066,Ready to Move,13,Resale,,5134
3762,890,Ready to Move,4,Resale,,5273
3763,700,Under Construction,5,New Property,,3999
3764,700,Ready to Move,2,Resale,,4857
3765,,Ready to Move,28,Resale,,12387
3766,,Ready to Move,1,Resale,,5769
3767,700,Ready to Move,2,Resale,,8291
3768,,Ready to Move,4,Resale,,3739
3769,900,Ready to Move,3,Resale,,6958
3770,1080,Ready to Move,2,Resale,,10154
3771,,Ready to Move,4,Resale,,8696
3772,2000,Ready to Move,4,Resale,,7238
3773,350,Ready to Move,2,Resale,,4264
3774,,Ready to Move,2,Resale,,4800
3775,1075,Ready to Move,2,Resale,,
3776,,Ready to Move,14,New Property,,6891
3777,,Under Construction,,New Property,,11000
3778,,Ready to Move,1,Resale,,5755
3779,,Ready to Move,2,Resale,,5238
3780,,Ready to Move,2,Resale,,6099
3781,,Ready to Move,2,Resale,,6923
3782,200,Ready to Move,4,Resale,,3662
3783,750,Ready to Move,3,Resale,,10000
3784,,Ready to Move,3,Resale,,7727
3785,,Ready to Move,5,Resale,,10870
3786,,Ready to Move,9,Resale,,4828
3787,,Ready to Move,2,Resale,,6921
3788,,Ready to Move,3,Resale,,5429
3789,,Ready to Move,4,Resale,,5734
3790,,Ready to Move,4,Resale,,5162
3791,,Ready to Move,16,Resale,,6767
3792,720,Ready to Move,2,Resale,,6275
3793,,Ready to Move,2,Resale,,5322
3794,878,Ready to Move,2,Resale,,9066
3795,,Under Construction,4,Resale,,7000
3796,,Ready to Move,14,Resale,,10819
3797,,Ready to Move,,Resale,,3086
3798,750,Ready to Move,2,Resale,,4268
3799,900,Ready to Move,3,Resale,,5455
3800,595,Ready to Move,2,Resale,,6541
3801,675,Ready to Move,2,New Property,,5181
3802,,Ready to Move,3,Resale,,7935
3803,,Ready to Move,13,Resale,,6720
3804,864,Ready to Move,4,Resale,,7049
3805,,Ready to Move,3,Resale,,3926
3806,710,Ready to Move,3,Resale,,5882
3807,304,Ready to Move,3,Resale,,4115
3808,635,Ready to Move,2,Resale,,4790
3809,1000,Ready to Move,3,Resale,,7500
3810,,Ready to Move,3,Resale,,10123
3811,,Ready to Move,4,Resale,,5098
3812,800,Ready to Move,4,Resale,,5149
3813,850,Ready to Move,5,Resale,,5128
3814,700,Ready to Move,3,Resale,,6373
3815,,Ready to Move,1,Resale,,8500
3816,,Ready to Move,1,Resale,,10750
3817,,Ready to Move,3,Resale,,6325
3818,,Ready to Move,2,Resale,,9346
3819,815,Ready to Move,2,Resale,,5246
3820,1100,Ready to Move,3,Resale,,3364
3821,1330,Ready to Move,3,Resale,,12973
3822,900,Ready to Move,3,Resale,,8547
3823,800,Ready to Move,17,Resale,,4231
3824,900,Ready to Move,2,Resale,,6021
3825,,Ready to Move,17,Resale,,3553
3826,,Ready to Move,4,Resale,,5100
3827,1302,Ready to Move,4,Resale,,8429
3828,,Ready to Move,1,Resale,,5739
3829,791,Ready to Move,2,Resale,,5563
3830,550,Ready to Move,2,Resale,,5280
3831,400,Ready to Move,4,Resale,,4202
3832,1280,Ongoing,4,Resale,,12500
3833,,Ready to Move,2,Resale,,8833
3834,620,Ready to Move,2,Resale,,5139
3835,,Ready to Move,2,New Property,,6471
3836,1317,Ready to Move,4,Resale,,6296
3837,,Ready to Move,14,Resale,,5888
3838,,Ready to Move,5,Resale,,5797
3839,,Ready to Move,4,Resale,,5773
3840,,Ready to Move,2,Resale,,14535
3841,850,Ready to Move,2,Resale,,9444
3842,445,Ready to Move,3,Resale,,3910
3843,750,Ready to Move,2,Resale,,4211
3844,,Ready to Move,3,Resale,,4643
3845,2062,Ready to Move,15,Resale,,9520
3846,450,Ready to Move,2,Resale,,
3847,588,Ready to Move,2,Resale,,6250
3848,,Ready to Move,3,Resale,,6726
3849,563,Ready to Move,2,Resale,,
3850,524,Ready to Move,1,Resale,,
3851,,Ready to Move,2,Resale,,8182
3852,,,3,Resale,,5822
3853,1270,Ready to Move,2,Resale,,
3854,,Ready to Move,2,Resale,,4583
3855,1655,Ready to Move,18,Resale,,18800
3856,,Ready to Move,4,Resale,,10000
3857,1320,Ready to Move,4,Resale,,5986
3858,,Ready to Move,2,Resale,,11680
3859,,Ready to Move,3,Resale,,5200
3860,980,Ready to Move,6,Resale,,
3861,,Ready to Move,3,Resale,,6786
3862,,Ready to Move,2,Resale,,4000
3863,821,Under Construction,2,Resale,,
3864,930,Ready to Move,2,Resale,,
3865,,Ready to Move,4,Resale,,5333
3866,690,Ready to Move,3,Resale,,5590
3867,,Under Construction,19,Resale,,13264
3868,656,Ready to Move,7,Resale,,9610
3869,300,Ready to Move,2,Resale,,7000
3870,,Ready to Move,2,Resale,,5118
3871,730,Ready to Move,3,Resale,,
3872,700,Ready to Move,3,Resale,,4042
3873,400,Ready to Move,1,Resale,,10097
3874,1016,Ready to Move,2,Resale,,4949
3875,,Ready to Move,1,Resale,,8867
3876,,Ready to Move,2,Resale,,5556
3877,680,Ready to Move,2,Resale,,6849
3878,450,Ready to Move,4,Resale,,5922
3879,,Under Construction,14,Resale,,9635
3880,1750,Ready to Move,4,Resale,,21389
3881,,Ready to Move,,Resale,,11200
3882,504,Ready to Move,2,Resale,,
3883,450,Ready to Move,3,Resale,,3846
3884,1000,Ready to Move,4,Resale,,4913
3885,,Ready to Move,13,Resale,,8100
3886,,,17,Resale,,3949
3887,738,Ready to Move,14,Resale,,4797
3888,860,Ready to Move,3,Resale,,9474
3889,306,Ready to Move,2,Resale,,3623
3890,1500,Ready to Move,2,Resale,,10429
3891,980,Ready to Move,15,Resale,,5323
3892,,Ready to Move,2,Resale,,4902
3893,1450,Ready to Move,1,Resale,,5152
3894,1100,Ready to Move,3,Resale,,
3895,763,Ready to Move,2,New Property,,4284
3896,1112,Ready to Move,3,Resale,,6745
3897,850,Ready to Move,9,Resale,,4438
3898,480,Ready to Move,2,Resale,,3906
3899,,Ready to Move,4,Resale,,4508
3900,1300,Ready to Move,2,New Property,,6538
3901,1600,Ready to Move,3,Resale,,15556
3902,462,Ready to Move,2,Resale,,5627
3903,,Ready to Move,3,Resale,,3770
3904,,Ready to Move,5,Resale,,6689
3905,,Ready to Move,3,Resale,,12658
3906,,Under Construction,6,Resale,,9457
3907,1155,Ready to Move,9,Resale,,5387
3908,950,Ready to Move,2,Resale,,6295
